number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate,is_bug_related,dasp_category,confidence
2275,Fix docs links to overloaded functions,fix,fix docs links to overloaded functions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2266,fix wrong version,fix,fix wrong version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2265,Create Fixed Point Signed Safe Library,fix,create fixed point signed safe library,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2251,Fix multiplication overflow of int256,fix,fix multiplication overflow of int256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,3.5
2233,Fixed typo in ERC20PresetMinterPauser,fix,fixed typo in erc20presetminterpauser,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
2220,Fix SafeERC20.safeApprove,fix,fix safeerc20.safeapprove,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,未分类,1.0
2192,ERC721 deploy ready fixes,fix,erc721 deploy ready fixes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,未分类,1.0
2191,"Add missing hook to ERC777, fix relevant documentation",fix,"add missing hook to erc777, fix relevant documentation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2184,Fix IERC777 documentation,fix,fix ierc777 documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2171,Fix ReentrancyGuard for Proxy Pattern,fix,fix reentrancyguard for proxy pattern,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5
2159,"Fix typo in changelog, replace burn(owner) with burn(tokenId)",fix,"fix typo in changelog, replace burn(owner) with burn(tokenid)",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,访问控制问题,2.5
2153,Fix broken xrefs,fix,fix broken xrefs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2141,Fix display of array arguments in documentation,fix,fix display of array arguments in documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2115,Fix deprecation warnings,fix,fix deprecation warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2091,Fix `operatorBurn` description typo.,fix,fix `operatorburn` description typo.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,1.5
2069,Fix EnumerableSetMock for 2.5.rc1,fix,fix enumerablesetmock for 2.5.rc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2053,Fix link to GSN overview,fix,fix link to gsn overview,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2026,Update crowdsales.adoc fix invalid conversion,fix,update crowdsales.adoc fix invalid conversion,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
2018,Fix/improve revert reason #1727,fix,fix/improve revert reason #1727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5
2015,Fix documentation previews in pull requests,fix,fix documentation previews in pull requests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2005,Fix broken crossreference links,fix,fix broken crossreference links,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1983,typo fixes,fix,typo fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1969,Fixes dead link in Readme.,fix,fixes dead link in readme.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1950,Fix for error too long issue,fix,fix for error too long issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1944,doc.fix(test/TESTING.md): few wordings and mention Truffle,fix,doc.fix(test/testing.md): few wordings and mention truffle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
1939,doc:fix folder name of unit test,fix,doc:fix folder name of unit test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
1929,Fix the GSNBouncerERC20Fee token decimals to 18,fix,fix the gsnbouncererc20fee token decimals to 18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
1920,GSNSignatureBouncer fix,fix,gsnsignaturebouncer fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1915,Fix bouncer signature tests,fix,fix bouncer signature tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1911,Fixing really minor typo in ERC20.sol,fix,fixing really minor typo in erc20.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
1891,Fix Part 2 : renamed inconsistent identifier/variables names.,fix,fix part 2 : renamed inconsistent identifier/variables names.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1890,Fix/added get approved tests#1148 2,fix,fix/added get approved tests#1148 2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5
1889,Fix/roles revamp #1772,fix,fix/roles revamp #1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
1877,Fixing CONTRIBUTING.md with runnable linting instructions,fix,fixing contributing.md with runnable linting instructions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1856,Fix code sample in Access Control guide,fix,fix code sample in access control guide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
1849,TimedCrowdsale validation bug,bug,timedcrowdsale validation bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
1836,Update bug_report.md,bug,update bug_report.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
1820,Fix Part 1 : added tests for getApproved,fix,fix part 1 : added tests for getapproved,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5
1816,Fix/add erc721 safe mint safe transfer from #1736,fix,fix/add erc721 safe mint safe transfer from #1736,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
1814,fix value typo in ERC721.sol,fix,fix value typo in erc721.sol,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
1811,fix link to ERC721 guide,fix,fix link to erc721 guide,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
1808,Fix Typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1804,Fix/chai.expect for chai.should,fix,fix/chai.expect for chai.should,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1801,Fix Typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1797,Fix errors in ERC777 docstrings,fix,fix errors in erc777 docstrings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
1785,fixed small typo in utilities.md,fix,fixed small typo in utilities.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1768,Fix spelling mistake in ERC20Burnable.sol,fix,fix spelling mistake in erc20burnable.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,2.0
1748,Fix/add erc721 safe mint and safe transfer from #1736,fix,fix/add erc721 safe mint and safe transfer from #1736,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
1732,Fix solc-nightly job,fix,fix solc-nightly job,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1718,Fix/rename anyone account #1357,fix,fix/rename anyone account #1357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1710,Fix from account in remove role behaviors,fix,fix from account in remove role behaviors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
1707,Fixes/Improves constants inline documentation.,fix,fixes/improves constants inline documentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
1670,Fix typo in ERC20Snapshot.,fix,fix typo in erc20snapshot.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
1663,Fix weird date format in changelog,fix,fix weird date format in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
1658,"Fix typo: ""an uint256"" -> ""a uint256""",fix,"fix typo: ""an uint256"" -> ""a uint256""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1647,Fix SafeERC20.safeApprove bug,fix,fix safeerc20.safeapprove bug,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,未分类,1.0
1642,Fix typo: to be find,fix,fix typo: to be find,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1641,Fix typo: grater,fix,fix typo: grater,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1640,Fix typo: snapshoted,fix,fix typo: snapshoted,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1624,typo fix,fix,typo fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1606,Fix warnings,fix,fix warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1605,Fix solc nightly travis job,fix,fix solc nightly travis job,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1583,[WIP] Fix #1582. Declare Ownable owner as an address payable,fix,[wip] fix #1582. declare ownable owner as an address payable,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,3.5
1549,ERC721 bugfix + gas optimizations,fix,erc721 bugfix + gas optimizations,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,2.0
1544,Fixed SimpleToken.sol to match Solidity version 0.4.24 to 0.5.1,fix,fixed simpletoken.sol to match solidity version 0.4.24 to 0.5.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1501,Test description fix in ERC20Pausable.test.js,fix,test description fix in erc20pausable.test.js,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
1485,Fix isOwnable view method behavior,fix,fix isownable view method behavior,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
1475,"Fix On RefundEscrow, add isState function #1461",fix,"fix on refundescrow, add isstate function #1461",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1471,Fix/typecast address this token vesting #1457,fix,fix/typecast address this token vesting #1457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1470,Fix/cast 0 to address #1462,fix,fix/cast 0 to address #1462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1469,Fix/add comment erc721 burnable #1464,fix,fix/add comment erc721 burnable #1464,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,2.0
1468,fix Add a comment to ERC721Enumerable #1465,fix,fix add a comment to erc721enumerable #1465,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
1455,"Remove extraneous quantity check, fixes #1454",fix,"remove extraneous quantity check, fixes #1454",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1449,Fixed how allowance crowdsale checks remaining tokens.,fix,fixed how allowance crowdsale checks remaining tokens.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1422,Fixed a typo in a comment.,fix,fixed a typo in a comment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1406,Fix typo in ARCHITECTURE.md,fix,fix typo in architecture.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1389,fix a burn bug: anyone can burn the NFT.,fix,fix a burn bug: anyone can burn the nft.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,1.5
1368,Fix/#1355 test helper to check balance difference,fix,fix/#1355 test helper to check balance difference,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1367,Fix #1358 Test helper to send funds,fix,fix #1358 test helper to send funds,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1344,Add asmERC20 implemetation to fix interaction with bad ERC20 after solc 0.4.22,fix,add asmerc20 implemetation to fix interaction with bad erc20 after solc 0.4.22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
1324,Add Mock suffix to variable names #1172,fix,add mock suffix to variable names #1172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1321,Fixed relative import paths.,fix,fixed relative import paths.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1318,Fixed a broken payment test (+ another small fix),fix,fixed a broken payment test (+ another small fix),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1317,Two small fixes,fix,two small fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1310,Fixed variable shadowing.,fix,fixed variable shadowing.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1301,Fixed Solium warnings.,fix,fixed solium warnings.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1293,Fix decrease allowance and add non-zero address precondition to approve,fix,fix decrease allowance and add non-zero address precondition to approve,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,算术问题,1.5
1282, Use prefix underscore for state variables and no underscore for parameters,fix, use prefix underscore for state variables and no underscore for parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1252,Rename ERC interfaces to I prefix,fix,rename erc interfaces to i prefix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1243,fix: refactor sign.js and related tests,fix,fix: refactor sign.js and related tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1226,Fix Coding Style (minor),fix,fix coding style (minor),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1218,Fix balance and allowance checks in _burn and _burnFrom,fix,fix balance and allowance checks in _burn and _burnfrom,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,算术问题,1.5
1204,Publish testing suite and behavior fixtures,fix,publish testing suite and behavior fixtures,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1196,Use I prefix for ERC interfaces,fix,use i prefix for erc interfaces,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1171,"Added ""_"" sufix to internal variables",fix,"added ""_"" sufix to internal variables",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
1158,Bug fix - `owner` is not the real owner,fix,bug fix - `owner` is not the real owner,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,2.5
1149,Fixed HasNoTokens test.,fix,fixed hasnotokens test.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1133,Prefix all parameters with underscore,fix,prefix all parameters with underscore,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1123,assertRevert: Fix late return bug,fix,assertrevert: fix late return bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5
1114,fix: move RBAC to //access,fix,fix: move rbac to //access,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
1113,fix: solium linting errors,fix,fix: solium linting errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1112,"fix: bounty tests, superceeds #799",fix,"fix: bounty tests, superceeds #799",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1092,Fix solidity linting errors,fix,fix solidity linting errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1084,Fix ReentrancyGuard comments,fix,fix reentrancyguard comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5
1083,Fix MerkleProof natspec comments,fix,fix merkleproof natspec comments,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1082,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1063,decrease approval condition fix (greater than and equal to),fix,decrease approval condition fix (greater than and equal to),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1060,minor RBAC.sol documentation fix,fix,minor rbac.sol documentation fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
1053,Fix dependency warnings,fix,fix dependency warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1049,how to find the problem ?,problem,how to find the problem ?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0
1035,Fix a typo in Crowdsale comments,fix,fix a typo in crowdsale comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1025,Fix documentation in ERC721Receiver,fix,fix documentation in erc721receiver,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
1013,A small bug in comments,bug,a small bug in comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
1010,Implementation of Generic Timelock (fixes #239),fix,implementation of generic timelock (fixes #239),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
1007,fixing comment - changing '_to' to '_spender',fix,fixing comment - changing '_to' to '_spender',False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
993,Fix/erc721,fix,fix/erc721,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
981,Fix/whitelisted crowdsale,fix,fix/whitelisted crowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
975,Fix solidity version,fix,fix solidity version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
964,"fix: remove daylimit.sol, closes #925",fix,"fix: remove daylimit.sol, closes #925",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
949,Fix Node 10 compatibility,fix,fix node 10 compatibility,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
936,fix: add comment about rbacwithadmin being rather powerful,fix,fix: add comment about rbacwithadmin being rather powerful,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,2.5
927,fix: force RefundableCrowdsale to also be a PostDeliveryCrowdsale,fix,fix: force refundablecrowdsale to also be a postdeliverycrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
916,Fixed a wrong variable name in SampleCrowdsale.test.js.,fix,fixed a wrong variable name in samplecrowdsale.test.js.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
912,Fix clearing of ownedTokensIndex and allTokensIndex in ERC721Token.sol,fix,fix clearing of ownedtokensindex and alltokensindex in erc721token.sol,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
911,Fix ERC721 test is not checking name and symbol properly #910,fix,fix erc721 test is not checking name and symbol properly #910,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
909,Fix ERC721Token.sol code indent,fix,fix erc721token.sol code indent,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
889,Fix typos in ERC721BasicToken comments,fix,fix typos in erc721basictoken comments,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
885,Various fixes and formatting chores,fix,various fixes and formatting chores,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
873,Avoid deprecated direct event call by prefixing with emit calls,fix,avoid deprecated direct event call by prefixing with emit calls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
865,Fix SafeMath test file,fix,fix safemath test file,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,3.0
863,fix: hotfix event emission compiler warning,fix,fix: hotfix event emission compiler warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
857,Crowdsale.sol contract has a bug in setting rate,bug,crowdsale.sol contract has a bug in setting rate,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
854,SafeMath.test.js Bug,bug,safemath.test.js bug,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,3.0
850,fix potential overflow on decimals,fix,fix potential overflow on decimals,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,3.5
848,docs: fix contributing link,fix,docs: fix contributing link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
844,tests: fix most of the static warnings,fix,tests: fix most of the static warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
829,Fix/add erc223 support #609,fix,fix/add erc223 support #609,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
823,Fix PullPayment.sol - Remove assert and change send() to transfer(),fix,fix pullpayment.sol - remove assert and change send() to transfer(),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
808,signing prefix added in contract itself,fix,signing prefix added in contract itself,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
806,Fixes typo in SafeMath subtraction docs,fix,fixes typo in safemath subtraction docs,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
805,Problems withdrawing tokens with PostDeliveryCrowdsale,problem,problems withdrawing tokens with postdeliverycrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0
799,Fix race condition in bounty test.,fix,fix race condition in bounty test.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
794,Fix version error for truffle-flattener.,fix,fix version error for truffle-flattener.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
793,Fixed typo in Crowdsale contract comment,fix,fixed typo in crowdsale contract comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
792,Tiny indentation fix in MintedCrowdsale,fix,tiny indentation fix in mintedcrowdsale,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,算术问题,1.5
789,Bugfix/fix individuallycapped flaky test,fix,bugfix/fix individuallycapped flaky test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
777,"Use the latest ERC-721 draft interface, fixes #745",fix,"use the latest erc-721 draft interface, fixes #745",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
773,Fix capped crowdsale flaky test,fix,fix capped crowdsale flaky test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
738,Fixed Contribution Guidelines link,fix,fixed contribution guidelines link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
736,install problem,problem,install problem,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.0
729,ERC20 standard implementation bug.,bug,erc20 standard implementation bug.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
725,Fixed point multiplication and division functions in SafeMath,fix,fixed point multiplication and division functions in safemath,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,5.0
698,fix: reference contract name rather than filepath,fix,fix: reference contract name rather than filepath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
693,Fix test name,fix,fix test name,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
687,fix reference of RBAC usage.,fix,fix reference of rbac usage.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
677,Fix error testing in DelayClaimable tests,fix,fix error testing in delayclaimable tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
676,"feat: add solidity syntax highlighting directive, fixes #671",fix,"feat: add solidity syntax highlighting directive, fixes #671",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
672,Fix error testing in DelayClaimable tests,fix,fix error testing in delayclaimable tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
